x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	y
0.5495831137990705	0.9496384619180669	0.7170144971055835	0.01938923897237692	0.0	0.5076632983609729	0.5750165982744553	0.0	0.9906450024618413	0.43024376994635677	0.6149443513191079	0.4290049309899541	0.0	0.6124551452714444	0.9893153937475263	0.6011829218648981	0.7712729945644808	0.7751227463956977	0.7791519609296986	0.9962702601898926	0.0	0.7044776119402977	0.9837940990083746	0.9810239093411939	0.8441513183609844	0.9801662317699777	0.9806397821022982	0.980937870923167	0.8696459377310445	0.7907522853708321	0.8592620768352993	0.8165929669404104	0.4682427411586624	0.8599895228884589	0.5042545514187305	0.7679043669653012	0.4896284228669802	0.5293733895910676	0.6171091070748129	0.8920702738896155	0.8493514791387133	0.6836136160532946	0.9328698322802422	0.38307732930282523	0.5458220614608345	0.8055304090198324	0.7557054348678535	0.8019835656254103	0.6584145278083176	0.9937014304806219	0.3412408759124088	0.40030636079312737	0.4395070612575335	0.8813067435339333	0.9499320344358858	1.0	0.5005729368837822	0.7081125152874032
0.5740269533971418	0.96569794356857	0.7187661611864603	0.03296170625302182	0.0	0.5087994971715903	0.625451701133075	0.0006600335967276179	0.9911691364495484	0.4480432765215817	0.49595534010883074	0.5546180028660216	0.0	0.6428984836207877	0.9858527898694103	0.6227820215033169	0.7766117956554532	0.780413286870284	0.7858053800753326	0.9950540406865963	0.0085768686568726	0.7077714873906333	0.983892696857328	0.9809883735908963	0.8339510329790388	0.9808126001096172	0.9813929255903092	0.981664215990221	0.9641337386018238	0.8644712197031109	0.8523308397785397	0.7991857935003885	0.4959625705242878	0.8558691972920695	0.5411185829096277	0.770670532940029	0.5037626113735022	0.4953700009856056	0.6163016457694469	0.9386378854063716	0.9664685962558307	0.6646681290112929	0.9352507343462733	0.37246082546504106	0.5301782222357315	0.7841329931692859	0.7721747313936167	0.7925913901192766	0.6418849755468785	0.9896550017324162	0.346846276020546	0.4156030830980811	0.47478745355870494	0.8335784457909287	0.8840507476212051	0.9862843953154143	0.5183790078410059	0.7598858540562575
0.6005733277731858	0.9586034783793881	0.6957109253791098	0.0	0.0	0.5122322680462205	0.6644361063573503	0.0	0.9902479312590335	0.45622779022656773	0.5963595544078487	0.44892520187922325	0.0	0.6147702280356511	0.978432924416305	0.6063073202270063	0.7631390602936342	0.7660546428885183	0.77188559678105	0.9949405268662886	0.006288539137422042	0.7048893463715885	0.9850220903998861	0.9821521694131359	0.842804466274541	0.9822647152836008	0.9824030239154068	0.9826297234574026	1.0	0.9444242542841966	0.8790414606314202	0.7684775742261554	0.5062088895004816	0.853048436492585	0.5818664917172379	0.7714375875853198	0.5894305853156464	0.47192667095326835	0.6240042822666982	0.9735197525746899	1.0	0.6900154358599402	0.9517972992962954	0.3866647242531572	0.533390072646585	0.7765341672838996	0.8237785271743386	0.7900249684994936	0.6025704212002894	0.9857446913824685	0.34993410381184104	0.4226378090635287	0.48657120816876154	0.7964978332058746	0.847485274127775	0.9757064487806432	0.5444825712289418	0.7162657969832855
0.6322287118353729	0.9610192154494375	0.748644545651702	0.011148812409104245	0.0	0.5059952618092151	0.6644631366261833	0.0	0.9912803163863344	0.47031982073742107	0.2945076186592972	0.13556190092354253	0.0	0.625535362889221	0.9899089829837748	0.6938850442597961	0.8338491595256977	0.8364324968032244	0.8418898478512323	1.0	0.01678690586406248	0.7204323211528557	0.8978167747209457	0.8964044039455343	0.7448610058065337	0.8700091288460023	0.8881892038210069	0.8882845855404186	0.9587119033927539	0.9112129937659	0.8524998943408981	0.7937460518003805	0.47987890463740196	0.8657217117988394	0.5921797605379696	0.7748972822419297	0.6093786914781936	0.4703778623625432	0.5972401154034588	0.9306667091796076	0.9543415756181717	0.6757169550735238	0.9487331206018468	0.3786522685265276	0.5304821828424372	0.7783447178558682	0.758450317622147	0.790326445737962	0.642870682791825	0.9876627233579177	0.3411437212760205	0.4032512006236848	0.4605668086823075	0.8331274388689532	0.8927956502038963	0.9784402499408777	0.5455849701110161	0.745209947003669
0.4130007566128714	0.9677940889639824	0.624660093755734	0.9335918565196311	0.0	0.0	0.4526640864022544	0.0	0.989644383030765	0.32584142504696595	0.3950326442058422	0.6486161870386264	0.0	0.6203264266697525	0.9843688167787904	0.4780696503116945	0.6978064491169702	0.6979218522748343	0.6997162657808617	0.0987813480576974	0.8712421611612838	0.23633556356150487	0.9877021592032578	0.9843198501812767	0.9283248644906684	0.9866830413312709	0.9863016490298181	0.986447463992772	0.43714778608395616	0.11394705208129406	0.30645365791809204	0.6573664631150442	0.7069161965047474	0.9109747743391355	0.36669837625061513	0.7255176426542792	0.15143509264262084	0.5253253671380365	0.6177169712035713	0.7335235787392792	0.1889463932017124	0.7270614997156551	0.8239823052485507	0.4074242686357881	0.7210452192062577	0.5696101829753379	0.3632264136146188	0.8877499748768967	0.5576828297380295	0.9700230163837056	0.8714475195998919	0.695853166083485	0.7242061707295135	1.0	1.0	0.975822945989176	0.48440027948140685	1.0
0.6496707610326892	0.9434534230383298	0.5688070333483473	0.9345613184682473	0.0	0.019726345307741054	0.7039290185140447	0.0	0.9899779228411241	0.40191937710780645	0.5565371469417135	0.48849459023915737	0.0	0.6248408380599615	0.9873367629600303	0.6448999465210759	0.824448227169855	0.8263589953829791	0.8296111753714742	0.11661923410603821	0.8667353747794645	0.2104992279979429	0.9884730151132576	0.985172708188414	0.9237474511059725	0.9867361674961728	0.9862839280065707	0.9865006111928003	0.5249157972562234	0.20379637136227752	0.31659693165969255	0.6732996420299018	0.7131278381725609	0.9413785460992906	0.6566048876496636	0.7532985336935706	0.5790559266008305	0.32907254525571766	0.6260909800221369	0.7565762203870812	0.26961855472493756	0.776521244617759	0.8461289209160133	0.4351400813992657	0.7273878638661763	0.5906784078128006	0.3442867226099894	0.8957429867891126	0.557796565189367	0.9769774290946889	0.8850069275479859	0.703295967061647	0.7304128811729783	0.8429711551659903	0.8144766651563202	0.9628684564003372	0.5528328545920348	0.714227476559315
0.674643979933528	0.9384527533057763	0.5928465375440001	0.9379544352884214	0.0	0.0087753227288104	0.7053092516163255	0.0	0.9897714458156638	0.49467418120911705	0.5963645882098288	0.44881764102128985	0.0	0.6188216228730161	0.9855559952512875	0.6670019076810096	0.8416639263400193	0.8436655050904365	0.8453104764164465	0.11796518368968548	0.8642024909602254	0.19619145651055123	0.9889122237131412	0.9857679320058953	0.9209501429264362	0.9875596230521513	0.9871699791689369	0.987421829326625	0.38099071716092964	0.0	0.22792781370187348	0.6890573454060516	0.7145286913444338	0.9489845261121854	0.6609873708381172	0.7888811256069865	0.5494932852332655	0.31948635875100323	0.6218087133240188	0.6914995376717789	0.07522841990927098	0.7380290844097815	0.7997576833400255	0.41357018638064613	0.7218760448645857	0.5144432556991185	0.27119441612422474	0.9051583528520515	0.5901353451870949	0.9783942978765532	0.8920231819410651	0.70555865164707	0.7319911356072191	0.8245975253446279	0.7844132306298137	0.9536418774845457	0.5991957146184301	0.5829596412556054
0.6745715648402247	0.9668118145522309	0.5890429241112389	0.929714008725166	0.0	0.014432142339118938	0.6837610591810841	0.0	0.990517939676943	0.5492723116271699	0.6948911943701959	0.3507946796297345	0.0	0.6325963653200619	0.9902057776019005	0.6982192316595229	0.8599725322552565	0.8618017121047952	0.8629771331969026	0.12260303406225406	0.8629447831327405	0.18383942357179628	0.9877649032889553	0.9847640470599941	0.903469321440849	0.9857179160022207	0.9857611578207747	0.9859425655925028	0.4220652263205452	0.009169438930976907	0.18452305481594122	0.6133922931143407	0.7097234071831569	0.9320498871695679	0.6590782351976381	0.8183928575686831	0.54413133290739	0.3261509290504866	0.6389014897207456	0.6782514427828977	0.14961344323046485	0.8020310342026155	0.8064143474003792	0.44943503082063885	0.7176813884920511	0.4933201656928096	0.17433926750842907	0.9047331926439552	0.49190582704628993	0.9681111716081774	0.888817078940254	0.7001014096859955	0.7274798902036467	0.8421867953016844	0.8060489352061619	0.958682323373728	0.5648132908935638	0.5311863024867508
0.8120878270228157	0.7465567521966051	0.6022387935205111	0.9403780901599621	0.0	0.02277232509790666	0.7847849995523113	0.0	0.989422023157193	0.6379258052103844	0.28543570073040464	0.6683323424393521	0.0	0.6029633059381857	0.9831816383062905	0.8025909341251403	0.9256243108884455	0.9276699171278822	0.9293136004587198	0.13113278684536986	0.8637133823606483	0.19423571796191455	0.9833638538493049	0.9789806036990938	0.9013878227618001	0.9836991217359505	0.9836523560543433	0.9838698247913973	0.4910375421013723	0.09088367672136592	0.2756857275685738	0.7160103881518939	0.721532957203798	0.9726184719535782	0.7621059537477448	0.8471355476968885	0.6998128452655605	0.19685005186162102	0.7015840757743463	0.7341931575423278	0.2108747044917259	0.9038102201641082	0.8271873657220542	0.5064691474929209	0.7671053831423443	0.5623131155186123	0.27491961414790794	0.9430594528574627	0.6110626682336872	0.9895065089343169	0.9120243646931603	0.713701879885861	0.7393699521072014	0.7318861893836891	0.6649524241051195	0.9355848101619738	0.6269544290039593	0.6094578067672238
0.8987537112735315	0.5077489231405522	0.5508399646330682	0.9219583131362187	0.0	0.025576560460281894	0.8775190943508427	0.0	0.9892155461317327	0.7926484235304766	0.796382709896958	0.24930825861272307	0.0	0.7039009144576921	0.9860506529481607	0.6654853411875515	0.8313538503201342	0.8343728952531556	0.8348607527360085	0.11556517720318175	0.8625779516830577	0.18692743180648502	0.9877111226440716	0.9848706543108863	0.8962452966135616	0.9825923266338287	0.9828637705198374	0.9831789111910287	0.5009282839070073	0.12512929468004821	0.2777566459574853	0.7812170983364923	0.7280528416127701	0.9982269503546101	0.7815778251599148	0.906347794499304	0.7488305397082359	0.0	0.7333472446517033	0.7559066415840324	0.21171810107980302	0.9691770249411001	0.8348724667695103	0.5430988172522738	0.8157390802152038	0.5935862617617195	0.3306407340600735	0.9635908258157275	0.6748303446184171	1.0	0.9239701608542848	0.7204138002442361	0.7452604664982106	0.6319783516677452	0.5167195287720885	0.9152133316298853	0.7175250368760189	0.6404402772115777
0.9116885451807754	0.5430003548407564	0.5733613599586271	0.9403780901599621	0.0	0.515254073393608	0.8498265839315189	0.0	0.9888820063213735	0.78341821144836	0.7952853410652532	0.25046341219862195	0.0	0.6849172357911779	0.9857538583300379	0.7420639671783086	0.8710466758225808	0.874266693997872	0.8751371711599498	0.12231114138146326	0.8624032700403517	0.19464745239320833	0.9875856344726761	0.9845597164957841	0.8899254522079426	0.9845757034568311	0.9848839671700322	0.9851630733254204	0.4692023330321205	0.09549635179335218	0.24187481509657296	0.7829367586158487	0.7477060685289665	0.9923235009671174	0.8164736755781532	0.901198989872494	0.8062917682732665	0.29790981240642617	0.7183683838072251	0.749163026496191	0.19442847102421612	0.942156145909497	0.8261730169128574	0.527957096941609	0.805779304335491	0.6039557786739074	0.24394165163516537	0.9561621174524396	0.6977290821549088	0.9964547344453796	0.9205486280075695	0.72414738207698	0.7951894586778099	0.6179971370864952	0.5084277299501583	0.9024763034969744	0.727182672152783	0.4765593151243373
0.9494267970804232	0.6001649657026433	0.513788098693759	0.9408628211342702	0.0	0.49625296136923974	0.8932304381099762	0.0	0.9915344419561316	0.818111858038523	0.7962518310454704	0.2500952038663476	0.0	0.7468456997337636	0.9814998021369201	0.7394059848502983	0.8690833123778943	0.8719337803937648	0.8746428606736463	0.12521385192932963	0.8620539067549392	0.18600102933607693	0.9878635011379087	0.9849772615617784	0.8839258383683309	0.9845048685702952	0.9850257353560107	0.9852162205254488	0.48321695555738053	0.1788040591540624	0.3238662778411761	0.8040991085842654	0.8160616485482319	1.0	0.8296211251435132	0.9122636537714048	0.8200767108428537	0.238484842795928	0.7329934132931719	0.7773650479864813	0.29163631716823213	0.9422373872776016	0.8430576981326122	0.5280026222582375	0.8120712888942926	0.6589032452747369	0.310250176456749	0.9563631022780854	0.7224475869128414	0.9997401376033264	0.9162104622871046	0.7362221389830407	0.9058526253812754	0.5921916975508364	0.47070684186678735	0.8935370843622302	0.7420976632249047	0.45943742356298395
0.9857392207636546	0.6688912753822762	0.47359991992392764	0.9224430441105268	0.0	0.4964705313542519	0.9400434849449849	0.0	0.9900414542335733	0.8318598492564676	0.8483718167494727	0.19820584486702578	0.0	0.6993865030674831	0.9873367629600303	0.7394219487081236	0.8545466854943226	0.8579265376243325	0.8612964775434754	0.12343006332449558	0.8661763935228046	0.2104992279979429	0.9887508817784899	0.985936726819808	0.8830687506769578	0.985638226754868	0.9859560890764953	0.9861462965259448	0.5616199786412556	0.2542003298761559	0.2852795739825028	0.679020144591845	0.895365350213293	0.965294568020632	0.8605937346235856	0.9160095035288487	0.8449758917584123	0.18059225501837453	0.7219702055850921	0.7976437203073689	0.29704172257363753	0.8865383053050613	0.8573431105287996	0.496790465177685	0.7872579713669107	0.6468054755438513	0.24115755627009494	0.9176580629700916	0.585965045304621	0.9779426322823344	0.8976116855907003	0.756948695225827	0.9620074088006084	0.5321489499382316	0.394200271862256	0.8551629038715518	0.7354925859793492	0.26987362413371374
