x0	x1	x2	x3	x4	response
0.500703208440326	0.0795647485056286	0.809651853642572	0.614168427106296	0.175616395007855	0.553091650790061
0.272020670814355	0.490551210006044	0.582935887443388	0.453360589946711	0.951069169808048	0.723187960263055
0.134629238725385	0.985111092076762	0.961234637888601	0.929288768756814	0.876854745582498	1.07688631082257
0.135633734888791	0.476747856334257	0.257005465615825	0.171241541155842	0.309920590073244	0.152592983023217
0.98631144821381	0.0423152282589211	0.263389081478668	0.00183927580110974	0.731026230270177	0.302864219317797
0.292004204367781	0.539449940189937	0.77454664304106	0.381694259447504	0.564186851364622	0.599039409249988
0.144274235245959	0.689938980891471	0.164952568078767	0.477521910703245	0.15937129915694	0.199442111730595
0.481165307962524	0.0384628808113709	0.861621723589537	0.898090881300309	0.473862942790499	0.858661473775167
0.42610010630936	0.241850562065276	0.0641613554355421	0.14324461274874	0.180491698020458	0.156246173966333
0.792836481599996	0.307658905064419	0.373554175219515	0.165977751210271	0.694422273633103	0.655349229160156
0.0594891518281106	0.774225782962469	0.0769192518620184	0.125691202968314	0.867706946024247	0.159697026074166
0.268742819402393	0.945184132999165	0.469680623323637	0.794384395637617	0.067412021913129	0.43378580197344
0.536482029528066	0.186001774888704	0.731563298904947	0.990411471766759	0.176301509645317	0.666868210655407
0.414802511965025	0.649041172160065	0.464382232121916	0.0289643730446693	0.372230660268693	0.472632252679501
0.446094519294418	0.486215221189411	0.988247694618708	0.165370927061609	0.224344453134682	0.694849875840881
0.348795339598134	0.595334135174705	0.858788118005089	0.603222437650681	0.120962146891472	0.580158146226384
0.808744357974237	0.381205398416151	0.451740030220937	0.733211975122169	0.2356134231857	0.84639449928996
0.752069675737051	0.720370689621203	0.244713219912816	0.0956495592049289	0.826970083716103	0.804909666885404
0.191146055415374	0.415568609917062	0.957163445671949	0.0249036711001245	0.841109437250415	0.283339030352573
0.653459772513502	0.159934150821576	0.849008530615326	0.0343073238152717	0.979997388724622	0.692924542844017
0.157668936897512	0.176738586883666	0.00791039128726601	0.107309308492684	0.336495684919512	0.0652225273469077
0.597085714883296	0.936575589294731	0.52723128594785	0.611616333362605	0.341873332368374	1.0831134885729
0.933275994471602	0.26176600924517	0.489320070692948	0.850688659486767	0.889104801696809	1.45732198008673
0.607764918585041	0.856358629456069	0.288989298743882	0.97164514127219	0.108169998718302	0.801205144020046
0.259579063583842	0.591756663147552	0.979701370786406	0.74245589374554	0.871809562172292	1.05519775256842
0.0259054851930103	0.771120298205576	0.82102416424796	0.228760579220629	0.720407499271436	0.206046111605442
0.552222713365654	0.398364554496474	0.659058901404366	0.0418594544465716	0.967039555106566	0.624412998199065
0.914580068441148	0.920851582018751	0.674352134187261	0.9486770036084	0.297077000120003	1.74077164226008
0.515272682944353	0.552987616593656	0.382935920652922	0.149589616422519	0.395412881452041	0.541405493332747
0.777472111587797	0.962209804930097	0.502655722779624	0.229781001621694	0.925224395978178	1.35149108345334
0.206089119062235	0.937460465264116	0.332567958770113	0.552423818651647	0.65409926954369	0.623079055351791
0.380507676332586	0.407426130387829	0.972479962975052	0.0254932392064569	0.647800468187793	0.541579393436253
0.135744547537745	0.720301480866467	0.592185795389417	0.211793349502591	0.370450885965873	0.256622025429317
0.367815644683693	0.799618800646434	0.855982640831108	0.440765763377912	0.376574120904368	0.774937091405093
